Date,Open,High,Low,Close,Adj Close,Volume
2019-08-28,4.370000,4.480000,4.330000,4.340000,4.340000,100900
2019-08-29,4.390000,4.470000,4.330000,4.440000,4.440000,102500
2019-08-30,4.470000,4.620000,4.400000,4.610000,4.610000,90000
2019-09-03,4.330000,4.500000,4.140000,4.200000,4.200000,162200
2019-09-04,4.270000,4.390000,3.990000,4.030000,4.030000,72300
2019-09-05,4.060000,4.180000,3.940000,4.120000,4.120000,115400
2019-09-06,4.110000,4.400000,4.110000,4.280000,4.280000,132700
2019-09-09,4.260000,4.550000,4.240000,4.520000,4.520000,104400
2019-09-10,4.550000,4.840000,4.420000,4.700000,4.700000,159700
2019-09-11,4.680000,4.820000,4.610000,4.770000,4.770000,109300
2019-09-12,4.740000,4.780000,4.290000,4.530000,4.530000,169000
2019-09-13,4.530000,4.650000,4.320000,4.380000,4.380000,81200
2019-09-16,4.350000,4.440000,4.280000,4.290000,4.290000,55000
2019-09-17,4.310000,4.310000,4.160000,4.200000,4.200000,31100
2019-09-18,4.170000,4.440000,4.120000,4.390000,4.390000,98700
2019-09-19,4.430000,4.530000,4.360000,4.390000,4.390000,113600
2019-09-20,4.370000,4.430000,4.310000,4.420000,4.420000,114900
2019-09-23,4.360000,4.370000,4.070000,4.140000,4.140000,113200
2019-09-24,4.090000,4.130000,4.010000,4.050000,4.050000,94400
2019-09-25,4.120000,4.150000,3.980000,4.060000,4.060000,81900
2019-09-26,4.090000,4.160000,3.980000,4.000000,4.000000,81500
2019-09-27,3.990000,4.180000,3.970000,4.080000,4.080000,73900
2019-09-30,4.150000,4.530000,4.120000,4.380000,4.380000,230300
2019-10-01,4.380000,4.500000,4.210000,4.260000,4.260000,57400
2019-10-02,4.200000,4.320000,4.160000,4.270000,4.270000,42000
2019-10-03,4.280000,4.330000,4.110000,4.250000,4.250000,66300
2019-10-04,4.280000,4.460000,4.120000,4.420000,4.420000,197700
2019-10-07,4.370000,4.550000,4.340000,4.390000,4.390000,62500
2019-10-08,4.350000,4.380000,4.230000,4.340000,4.340000,57300
2019-10-09,4.340000,4.390000,4.130000,4.260000,4.260000,76900
2019-10-10,4.230000,4.370000,4.210000,4.320000,4.320000,62000
2019-10-11,4.320000,4.600000,4.320000,4.500000,4.500000,112800
2019-10-14,4.510000,4.680000,4.370000,4.580000,4.580000,89300
2019-10-15,4.530000,4.700000,4.450000,4.530000,4.530000,96100
2019-10-16,4.560000,4.680000,4.450000,4.580000,4.580000,78100
2019-10-17,4.580000,4.740000,4.580000,4.620000,4.620000,153100
2019-10-18,4.620000,4.650000,4.500000,4.600000,4.600000,66000
2019-10-21,4.600000,4.640000,4.380000,4.450000,4.450000,87800
2019-10-22,4.480000,4.580000,4.290000,4.450000,4.450000,58900
2019-10-23,4.420000,4.520000,4.310000,4.480000,4.480000,50900
2019-10-24,4.480000,4.600000,4.370000,4.560000,4.560000,68100
2019-10-25,4.510000,4.620000,4.350000,4.490000,4.490000,68000
2019-10-28,4.500000,4.500000,4.080000,4.100000,4.100000,71100
2019-10-29,4.070000,4.160000,3.980000,3.980000,3.980000,150000
2019-10-30,4.010000,4.140000,3.970000,4.090000,4.090000,54900
2019-10-31,4.070000,4.160000,3.960000,4.110000,4.110000,87500
2019-11-01,4.100000,4.260000,3.990000,4.020000,4.020000,54000
2019-11-04,4.050000,4.180000,3.990000,4.090000,4.090000,50600
2019-11-05,4.090000,4.140000,4.060000,4.060000,4.060000,45900
2019-11-06,4.080000,4.100000,3.980000,3.980000,3.980000,70300
2019-11-07,3.970000,4.130000,3.960000,3.990000,3.990000,88400
2019-11-08,3.980000,4.350000,3.950000,4.180000,4.180000,259300
